'CEST';'NCM/SH';'DESCRIÇÃO'
'20.012.00';'3304.30.00';'Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona'
'20.013.00';'3304.91.00';'Pós, incluídos os compactos'
'20.013.00';'3304.91.00';'Pós, incluídos os compactos, para maquilagem'
'20.014.00';'3304.99.10';'Cremes de beleza, cremes nutritivos e loções tônicas'
'20.015.00';'3304.99.90';'Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antissolares'
'20.016.00';'3304.99.90';'Preparações solares e antissolares'
'20.017.00';'3305.10.00';'Xampus para o cabelo'
'20.018.00';'3305.20.00';'Preparações para ondulação ou alisamento, permanentes, dos cabelos'
'20.019.00';'3305.30.00';'Laquês para o cabelo'
'20.020.00';'3305.90.00';'Outras preparações capilares, incluindo máscaras e finalizadores'
'20.021.00';'3305.90.00';'Condicionadores'
'20.022.00';'3305.90.00';'Tintura para o cabelo'
'20.023.00';'3306.10.00';'Dentifrícios'
'20.024.00';'3306.20.00';'Fios utilizados para limpar os espaços interdentais (fios dentais)'
'20.025.00';'3306.90.00';'Outras preparações para higiene bucal ou dentária'
'20.026.00';'3307.10.00';'Preparações para barbear (antes, durante ou após)'
'20.027.00';'3307.20.10';'Desodorantes (desodorizantes) corporais líquidos, exceto os classificados no CEST 20.027.01'
'20.027.00';'3307.20.10';'Desodorantes (desodorizantes) corporais líquidos'
'20.027.01';'3307.20.10';'Loções e óleos desodorantes hidratantes líquidos'
'20.028.00';'3307.20.10';'Antiperspirantes líquidos'
'20.029.00';'3307.20.90';'Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 20.029.01'
'20.029.00';'3307.20.90';'Outros desodorantes (desodorizantes) corporais'
'20.029.01';'3307.20.90';'Outras loções e óleos desodorantes hidratantes'
'20.030.00';'3307.20.90';'Outros antiperspirantes'
'20.031.00';'3307.30.00';'Sais perfumados e outras preparações para banhos'
'20.032.00';'3307.90.00';'Outros produtos de perfumaria preparados'
'20.032.01';'3307.90.00';'Outros produtos de toucador preparados'
'20.033.00';'3307.90.00';'Soluções para lentes de contato ou para olhos artificiais'
'20.034.00';'3401.11.90';'Sabões de toucador em barras, pedaços ou figuras moldados'
'20.035.00';'3401.19.00';'Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados'
'20.035.00';'3401.19.00';'Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados, inclusive lenços umedecidos'
'20.035.01';'3401.19.00';'Lenços umedecidos'
'20.036.00';'3401.20.10';'Sabões de toucador sob outras formas'
'20.037.00';'3401.30.00';'Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão'
'20.038.00';'4014.90.10';'Bolsa para gelo ou para água quente'
'20.039.00';'4014.90.90';'Chupetas e bicos para mamadeiras e para chupetas, de borracha'
'20.040.00';'3924.90.00 3926.90.40
3926.90.90';'Chupetas e bicos para mamadeiras e para chupetas, de silicone'
'20.041.00';'4202.1';'Malas e maletas de toucador'
'20.042.00';'4818.10.00';'Papel higiênico - folha simples'
'20.043.00';'4818.10.00';'Papel higiênico - folha dupla e tripla'
'20.044.00';'4818.20.00';'Lenços (incluídos os de maquilagem) e toalhas de mão'
'20.045.00';'4818.20.00';'Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas'
'20.046.00';'4818.30.00';'Toalhas e guardanapos de mesa'
'20.047.00';'4818.90.90';'Toalhas de cozinha (papel toalha de uso doméstico)'
'20.048.00';'9619.00.00';'Fraldas, exceto os descritos no CEST 20.048.01'
'20.048.00';'9619.00.00';'Fraldas'
'20.048.01';'9619.00.00';'Fraldas de fibras têxteis'
'20.049.00';'9619.00.00';'Tampões higiênicos'
'20.050.00';'9619.00.00';'Absorventes higiênicos externos'
'20.051.00';'5601.21.90';'Hastes flexíveis (uso não medicinal)'
'20.052.00';'5603.92.90';'Sutiã descartável, assemelhados e papel para depilação'
'20.053.00';'8203.20.90';'Pinças para sobrancelhas'
'20.054.00';'8214.10.00';'Espátulas (artigos de cutelaria)'
'20.055.00';'8214.20.00';'Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)'
'20.056.00';'9025.11.10
9025.19.90';'Termômetros, inclusive o digital'
'20.057.00';'9603.2';'Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes'
'20.058.00';'9603.21.00';'Escovas de dentes, incluídas as escovas para dentaduras'
'20.059.00';'9603.30.00';'Pincéis para aplicação de produtos cosméticos'
'20.060.00';'9605.00.00';'Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas'
'20.061.00';'9615';'Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes'
'20.062.00';'9616.20.00';'Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador'
'20.063.00';'3923.30.00
3924.90.00
3924.10.00
4014.90.90 7010.20.00';'Mamadeiras'
'20.064.00';'8212.10.20 8212.20.10';'Aparelhos e lâminas de barbear'
'21.001.00';'7321.11.00
7321.81.00 7321.90.00';'Fogões de cozinha de uso doméstico e suas partes'
'21.002.00';'8418.10.00';'Combinações de refrigeradores e congeladores (“freezers”), munidos de portas exteriores separadas'
'21.003.00';'8418.21.00';'Refrigeradores do tipo doméstico, de compressão'
'21.004.00';'8418.29.00';'Outros refrigeradores do tipo doméstico'
'21.005.00';'8418.30.00';'Congeladores (“freezers”) horizontais tipo arca, de capacidade não superior a 800 litros'
'21.006.00';'8418.40.00';'Congeladores (“freezers”) verticais tipo armário, de capacidade não superior a 900 litros'
'21.007.00';'8418.5';'Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio'
'21.008.00';'8418.69.9';'Mini adega e similares'
'21.009.00';'8418.69.99';'Máquinas para produção de gelo'
'21.010.00';'8418.99.00';'Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00'
'21.011.00';'8421.12';'Secadoras de roupa de uso doméstico'
'21.012.00';'8421.19.90';'Outras secadoras de roupas e centrífugas de uso doméstico'
'21.013.00';'8418.69.31';'Bebedouros refrigerados para água'
'21.014.00';'8421.9';'Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00 e 21.012.00 e 21.098.00'
'21.015.00';'8422.11.00 8422.90.10';'Máquinas de lavar louça do tipo doméstico e suas partes'
'21.016.00';'8443.31';'Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede'
'21.017.00';'8443.32';'Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede'
'21.018.00';'8443.9';'Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si'
'21.019.00';'8450.11.00';'Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas'
'21.020.00';'8450.12.00';'Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado'
'21.021.00';'8450.19.00';'Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico'
'21.022.00';'8450.2';'Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca'
'21.023.00';'8450.9';'Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico'
'21.024.00';'8451.21.00';'Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca'
'21.025.00';'8451.29.90';'Outras máquinas de secar de uso doméstico'
'21.026.00';'8451.9';'Partes de máquinas de secar de uso doméstico'
'21.027.00';'8452.10.00';'Máquinas de costura de uso doméstico'
'21.028.00';'8471.3';'Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela'
'21.029.00';'8471.4';'Outras máquinas automáticas para processamento de dados'
'21.030.00';'8471.50.10';'Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída; baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (“slots”), e valor FOB inferior ou igual a US$ 12.500,00, por unidade'
'21.031.00';'8471.60.5';'Unidades de entrada, exceto as classificadas no código 8471.60.54'
'21.032.00';'8471.60.90';'Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória'
'21.033.00';'8471.7';'Unidades de memória'
'21.034.00';'8471.9';'Outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições'
'21.035.00';'8473.3';'Partes e acessórios das máquinas da posição 84.71'
'21.036.00';'8504.3';'Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00'
'21.037.00';'8504.40.10';'Carregadores de acumuladores'
'21.038.00';'8504.40.40';'Equipamentos de alimentação ininterrupta de energia (UPS ou “no break”)'
'21.039.00';'8507.80.00';'Outros acumuladores'
'21.040.00';'8508';'Aspiradores'
'21.041.00';'8509';'Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes'
'21.042.00';'8509.80.10';'Enceradeiras'
'21.043.00';'8516.10.00';'Chaleiras elétricas'
'21.044.00';'8516.40.00';'Ferros elétricos de passar'
'21.045.00';'8516.50.00';'Fornos de micro-ondas'
'21.046.00';'8516.60.00';'Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis'
'21.047.00';'8516.60.00';'Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis'
'21.048.00';'8516.71.00';'Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras'
'21.049.00';'8516.72.00';'Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras'
'21.050.00';'8516.79';'Outros aparelhos eletrotérmicos de uso doméstico'
'21.051.00';'8516.90.00';'Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00'
'21.052.00';'8517.11.00';'Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio'
'21.053.00';'8517.12.3';'Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01'
'21.053.01';'8517.12.31';'Telefones para redes celulares portáteis, exceto por satélite'
'21.054.00';'8517.12';'Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo'
'21.055.00';'8517.18.91';'Outros aparelhos telefônicos não combinados com outros aparelhos'
'21.055.01';'8517.18.99';'Outros aparelhos telefônicos'
'21.056.00';'8517.62.5';'Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53'
'21.057.00';'8518';'Microfones e seus suportes; alto-falantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo'
'21.058.00';'8519
8522
8527.1';'Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo'
'21.059.00';'8519.81.90';'Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo'
'21.060.00';'8521.90.10';'Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo'
'21.061.00';'8521.90.90';'Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo'
'21.062.00';'8523.51.10';'Cartões de memória ("memory cards")'
'21.063.00';'8523.52.00';'Cartões inteligentes ("smart cards")'
'21.064.00';'8523.52.00';'Cartões inteligentes ("sim cards")'
'21.065.00';'8525.80.2';'Câmeras fotográficas digitais e câmeras de vídeo e suas partes'
'21.066.00';'8527.9';'Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518'
'21.067.00';'8528.49.29
8528.59.20
8528.69';'Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos'
'21.067.01';'8528.62.00';'Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina'
'21.068.00';'8528.52.20';'Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos'
'21.069.00';'8528.7';'Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)'
'21.070.00';'8528.7';'Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)'
'21.071.00';'8528.7';'Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma'
'21.072.00';'8528.7';'Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo'
'21.073.00';'8528.7';'Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00'
'21.074.00';'9006.59';'Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão'
'21.075.00';'9006.40.00';'Câmeras fotográficas para filmes de revelação e copiagem instantâneas'
'21.076.00';'9018.90.50';'Aparelhos de diatermia'
'21.077.00';'9019.10.00';'Aparelhos de massagem'
'21.078.00';'9032.89.11';'Reguladores de voltagem eletrônicos'
'21.079.00';'9504.50.00';'Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30'
'21.080.00';'8517.62.1';'Multiplexadores e concentradores'
'21.081.00';'8517.62.22';'Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais'
'21.082.00';'8517.62.39';'Outros aparelhos para comutação'
'21.083.00';'8517.62.4';'Roteadores digitais, em redes com ou sem fio'
'21.084.00';'8517.62.62';'Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular'
'21.085.00';'8517.62.9';'Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento'
'21.086.00';'8517.70.21';'Antenas próprias para telefones celulares portáteis, exceto as telescópicas'
'21.087.00';'8214.90 8510';'Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes'
'21.088.00';'8414.5';'Ventiladores, exceto os de uso agrícola'
'21.089.00';'8414.59.90';'Ventiladores de uso agrícola'
'21.090.00';'8414.60.00';'Coifas com dimensão horizontal máxima não superior a 120 cm'
'21.091.00';'8414.90.20';'Partes de ventiladores ou coifas aspirantes'
'21.092.00';'8415.10
8415.8';'Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente'
'21.093.00';'8415.10.11';'Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna'
'21.094.00';'8415.10.19';'Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora'
'21.095.00';'8415.10.90';'Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora'
'21.096.00';'8415.90.10';'Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora'
'21.097.00';'8415.90.20';'Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora'
'21.098.00';'8421.21.00';'Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01'
'21.098.01';'8421.21.00';'Outros aparelhos elétricos para filtrar ou depurar água'
'21.099.00';'8424.30.10
8424.30.90
8424.90.90';'Lavadora de alta pressão e suas partes'
'21.100.00';'8467.21.00';'Furadeiras elétricas'
'21.101.00';'8516.2';'Aparelhos elétricos para aquecimento de ambientes'
'21.102.00';'8516.31.00';'Secadores de cabelo'
'21.103.00';'8516.32.00';'Outros aparelhos para arranjos do cabelo'
'21.104.00';'8527';'Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo'
'21.105.00';'8479.60.00';'Climatizadores de ar'
'21.106.00';'8415.90.90';'Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente'
'21.107.00';'8525.80.19';'Câmeras de televisão e suas partes'
'21.108.00';'8423.10.00';'Balanças de uso doméstico'
'21.109.00';'8540';'Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)'
'21.110.00';'8517';'Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53'
'21.111.00';'8517';'Interfones, seus acessórios, tomadas e “plugs”'
'21.112.00';'8529';'Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo'
'21.113.00';'8531';'Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00.'
'21.114.00';'8531.1';'Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo'
'21.115.00';'8531.80.00';'Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo'
'21.116.00';'8534';'Circuitos impressos, exceto os de uso automotivo'
'21.117.00';'8541.40.11
8541.40.21
8541.40.22';'Diodos emissores de luz (LED), exceto diodos “laser”'
'21.118.00';'8543.70.92';'Eletrificadores de cercas eletrônicos'
'21.119.00';'9030.3';'Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo'
'21.120.00';'9030.89';'Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção'
'21.121.00';'9107';'Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono'
'21.122.00';'9405';'Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00'
'21.123.00';'9405.10
9405.9';'Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes'
'21.124.00';'9405.20.00
9405.9';'Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes'
'21.125.00';'9405.40
9405.9';'Outros aparelhos elétricos de iluminação e suas partes'
'21.126.00';'8542.31.90';'Microprocessador'
'22.001.00';'2309';'Ração tipo “pet” para animais domésticos'
'23.001.00';'2105';'Sorvetes de qualquer espécie'
'23.002.00';'1806
1901
2106';'Preparados para fabricação de sorvete em máquina'
'24.001.00';'3208
3209
3210.00';'Tintas, vernizes'
'24.002.00';'2821
3204.17.00
3206';'Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19'
'24.003.00';'3204
3205.00.00
3206
3212';'Corantes para aplicação em bases, tintas e vernizes'
'25.001.00';'8702.10.00';'Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³'
'25.002.00';'8702.40.90';'Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³'
'25.003.00';'8703.21.00';'Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³'
'25.004.00';'8703.22.10';'Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular'
'25.005.00';'8703.22.90';'Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular'
'25.006.00';'8703.23.10';'Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida'
'25.007.00';'8703.23.90';'Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida'
'25.008.00';'8703.24.10';'Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida'
'25.009.00';'8703.24.90';'Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida'
'25.010.00';'8703.32.10';'Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário'
'25.011.00';'8703.32.90';'Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário'
'25.012.00';'8703.33.10';'Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário'
'25.013.00';'8703.33.90';'Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário'
'25.001.00';'8702.10.00';'Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³'
'25.002.00';'8702.90.90';'Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³'
'25.003.00';'8703.21.00';'Automóveis com motor explosão, de cilindrada não superior a 1000 cm³'
'25.004.00';'8703.22.10';'Automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular'
'25.005.00';'8703.22.90';'Outros automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular'
'25.006.00';'8703.23.10';'Automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida'
'25.007.00';'8703.23.90';'Outros automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida'
'25.008.00';'8703.24.10';'Automóveis com motor explosão, de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida'
'25.009.00';'8703.24.90';'Outros automóveis com motor explosão, de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida'
'25.010.00';'8703.32.10';'Automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário'
'25.011.00';'8703.32.90';'Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário'
'25.012.00';'8703.33.10';'Automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário'
'25.013.00';'8703.33.90';'Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário'
'25.014.00';'8704.21.10';'Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas'
'25.015.00';'8704.21.20';'Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas'
'25.016.00';'8704.21.30';'Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas'
'25.017.00';'8704.21.90';'Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas'
'25.018.00';'8704.31.10';'Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas'
